keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Warung Makan di Malang,Bakso Bakar Pak Man,7805.0,4.3,"Jl. Diponegoro No.19, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9687729,112.6339725,Bakso,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,12PM,1PM,1PM,1PM,3PM,12PM,1PM,5928,10,19706.0,4.53,847.21,21451.0,1.0,1970.6,0.0,1970.6
Toko Makanan Malang,TOKOEN MALANG,4.0,4.8,"Jl. J.A. Suprapto II E No.323, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4459-2199,-7.9635588,112.6286538,Toko,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,13,2118.3907385697535,4.53,847.21,21451.0,1.0,162.95,0.0,162.95
Toko Makanan Malang,Avia,3468.0,4.5,"Jl. Jaksa Agung Suprapto No.1B, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 821-2816-3800,-7.9740657,112.6297874,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,11AM,11AM,2PM,10AM,11AM,12PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Restoran di Malang,Melati Restaurant (Imperial Indonesian Cuisine),1092.0,4.7,"Hotel Tugu Malang Jalan Tugu. 3, Jl. Kahuripan No.3, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://www.tuguhotels.com/hotels/malang/,+62 822-3126-3723,-7.9770541,112.6328693,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,1PM,7PM,1PM,7PM,1PM,8PM,1PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Restoran di Malang,Ocean Garden Resto,6028.0,4.4,"Jl. Trunojoyo No.3, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://instagram.com/oceangardenresto/,+62 813-9055-5763,-7.9792557,112.6368548,Restoran,Klojen,Kiduldalem,4.0,8.0,False,False,False,False,False,True,False,False,False,False,6PM,6PM,7PM,1PM,7PM,7PM,1PM,6240,4,4748.05,4.4,1087.93,7541.0,2.0,1187.01,1187.01,0.0
Toko Makanan Malang,Lapak Al Fattah Malang,4.0,4.8,"Jl. Mayjen Sungkono No.29, RT.08/RW.06, Kedungkandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4433-1613,-7.9953536,112.6483732,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,8AM,8AM,4PM,6PM,3PM,12PM,10AM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Warung Khas Malang,Warung Bu’ Warni (Nasi Petis Khas Madura),384.0,4.5,"Jl. Ikan Tombro, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,https://instagram.com/warung_buwarni?igshid=YmMyMTA2M2Y=,+62 877-5810-1452,-7.9333449,112.6298858,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,8PM,12PM,7PM,1PM,8PM,7PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Restoran di Malang,Batavia Resto,2603.0,4.5,"Jl. Jakarta No.51, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 556173,-7.9647737,112.6201846,Restoran,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,1PM,7PM,7PM,7PM,7PM,7PM,1PM,19407,12,6241.145369284877,4.55,621.97,8486.0,1.0,520.1,0.0,520.1
Toko Makanan Malang,Toko Candra,281.0,4.4,"Jl. Kopral Usman No.27, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 326227,-7.986994,112.633726,Toko,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,13,2118.3907385697535,4.53,847.21,21451.0,1.0,162.95,0.0,162.95
Warung Makan di Malang,Sego Sambel & Ayam Pedas - Warung Pedas Ayo Makan - Malang,272.0,4.9,"Jl. Raya Sumbersari No. 91 Kav. 5, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-1660-6119,-7.9530841,112.6100979,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,4PM,5PM,10AM,12PM,4PM,1PM,6PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Kuliner Tradisional Malang,Depot Asri Bu Saeroen,95.0,4.5,"Jl. Dr. Cipto No.6, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3176-9578,-7.9673974,112.6338399,Warung,Klojen,Klojen,45.0,20.0,False,False,False,True,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Kuliner Malang Terbaik,Bubur Ayam Agus,1463.0,4.6,"Jl. Simpang Wilis Indah Jl. Gading No.4, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 555582,-7.9706239,112.6163361,Ayam,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,8AM,8AM,8AM,8AM,8AM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Restoran di Malang,signora pasta malang,1452.0,4.7,"Jl. Lasem No.7, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 882-3759-1770,-7.9673121,112.6247625,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,True,False,False,7PM,7PM,12PM,7PM,7PM,7PM,7PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Toko Makanan Malang,Master Bahan Kue,358.0,4.4,"Jl. Lokon No.34, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,https://linktr.ee/masterbahankue,+62 898-0234-816,-7.9691413,112.6125282,Snack,Sukun,Karangbesuki,6.0,4.0,False,False,True,False,False,False,False,False,False,False,11AM,12PM,2PM,10AM,3PM,11AM,11AM,19668,2,340.15,4.62,502.83,1808.0,45.0,170.08,170.08,0.0
Warung Khas Malang,Nasi Bug Matira,695.0,4.1,"Jl. Trunojoyo No.46, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-3454-80755,-7.9767672,112.6368768,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
Warung Makan di Malang,Gang Djangkrik Restaurant,3957.0,4.4,"Jl. Letjen Sutoyo No.136, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 480430,-7.9568232,112.6384586,Restoran,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,False,False,False,True,False,7PM,6PM,6PM,6PM,7PM,7PM,6PM,8733,10,2679.6,4.52,664.83,6759.0,1.0,267.96,0.0,267.96
Warung Makan di Malang,Ikan Bakar 52,2459.0,4.5,"K. H, Jl. Agus Salim No.11, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://bit.ly/3veKgBQ,+62 816-511-052,-7.9839649,112.6330882,Seafood,Klojen,Kiduldalem,4.0,8.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,12PM,1PM,7PM,7PM,12PM,6240,1,1231.75,4.4,1087.93,7541.0,2.0,1231.75,1231.75,0.0
Restoran di Malang,The Arbanat | Kitchen.Cafe.Lounge,2653.0,4.5,"Jl. Terusan Dieng No.4-6, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,https://linktr.ee/thearbanat,+62 341 573000,-7.9721959,112.6071336,Minuman,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,1PM,9AM,11AM,6PM,12PM,7PM,1PM,19320,2,1353.1,4.57,648.53,4413.0,4.0,676.55,676.55,0.0
Warung Khas Malang,Rawon Tessy,1845.0,4.3,"Jl. Trunojoyo, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9799793,112.6372032,Rawon,Klojen,Kiduldalem,4.0,8.0,False,False,False,False,False,True,False,False,False,False,11AM,12PM,12PM,12PM,7PM,12PM,9AM,6240,2,4697.4,4.4,1087.93,7541.0,2.0,2348.7,2348.7,0.0
Kuliner Malang Terbaik,Hot Cui Mie,2892.0,4.5,"Jl. Kawi Atas No.43 Ruko Blok A-B, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,http://linktr.ee/hotcuimie,+62 341 552420,-7.9748958,112.6177057,Mie,Klojen,Bareng,3.0,2.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,15048,1,1448.25,4.49,1186.25,5376.0,10.0,1448.25,1448.25,0.0
Warung Makan di Malang,Baegopa? House Of Hungry Kandang Malang,5145.0,4.6,"Jl. Trs.Candi Mendut No.39, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,https://www.instagram.com/baegopafood,Tidak Ada,-7.9409705,112.6286686,Restoran,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,12,6241.145369284877,4.55,621.97,8486.0,1.0,520.1,0.0,520.1
Warung Khas Malang,Warung Soto dan Rawon Kiroman (Mak Cem),3194.0,4.6,"Jl. Yulius Usman No.52, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-5710-9693,-7.9856596,112.6259784,Soto,Klojen,Kasin,3.0,1.0,False,False,False,False,False,True,False,False,False,False,11AM,12PM,11AM,11AM,10AM,11AM,9AM,12918,2,5564.0,4.54,1444.47,7925.0,15.0,2782.0,2782.0,0.0
Warung Makan di Malang,Depot Gang Djangkrik Kawi Atas Malang,3673.0,4.6,"Jalan Kawi Atas No.26 Gading Kasri, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://www.instagram.com/gangdjangkrikpusat/,+62 341 566283,-7.9753699,112.6192815,Warung,Klojen,Bareng,3.0,2.0,False,False,False,False,False,False,False,False,True,False,6PM,6PM,6PM,6PM,6PM,7PM,6PM,15048,5,3554.740738569754,4.49,1186.25,5376.0,10.0,710.95,710.95,0.0
Toko Makanan Malang,Toko Riang,50.0,4.6,"2JCH+4XV, Jl. Jenderal Basuki Rahmat, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-3633-324,-7.9796254,112.629932,Toko,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,2,3724.75,4.43,1342.15,7391.0,2.0,1862.38,1862.38,0.0
Warung Khas Malang,Puthu Lanang,803.0,4.5,"Jl. Jaksa Agung Suprapto No.73, RT.03, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 817-530-365,-7.9664785,112.6336282,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,6PM,6PM,7PM,7PM,7PM,6PM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Warung Makan di Malang,Cak Pi'i,2150.0,4.2,"Ruko Soekarno Hatta, Jl. Soekarno Hatta No.2, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9393155,112.6322272,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,4PM,1PM,12PM,1PM,1PM,1PM,1PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Toko Makanan Malang,Intiboga Toko Bahan Kue,447.0,4.5,"Jl. Kyai Tamin No.68, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,http://linktr.ee/intibogaonline,+62 851-0980-9809,-7.9885767,112.6329337,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,10AM,11AM,11AM,2PM,11AM,7PM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Kuliner Malang Terbaik,Depot Mie Gadjah Mada 1,1980.0,4.3,"Jl. Pasar Besar No.17 A, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 362171,-7.985248,112.63158,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,11AM,12PM,12PM,12PM,12PM,12PM,11AM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Warung Makan di Malang,Warung Pudji Mulyo,2578.0,4.5,"Jl. Kerto Raharjo No.43, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3580-9090,-7.9463993,112.6109591,Warung,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,12PM,12PM,12PM,12PM,12PM,12PM,12PM,5046,9,1402.05,4.55,285.07,2578.0,1.0,155.78,0.0,155.78
Toko Makanan Malang,Toko Bahan Kue Diva,648.0,4.6,"Jl. Kyai Tamin No.110A, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3363-3638,-7.989088,112.6340107,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,10AM,11AM,12PM,11AM,11AM,7PM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Warung Khas Malang,Warung Subuh,1866.0,4.2,"Jl. Raya Langsep No.11A, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 569452,-7.9761032,112.6128065,Warung,Klojen,Bareng,3.0,2.0,False,False,False,False,False,True,False,False,False,False,7PM,8PM,8PM,8PM,8PM,8PM,8PM,15048,5,3554.740738569754,4.49,1186.25,5376.0,10.0,710.95,710.95,0.0
Toko Makanan Malang,Pusat Oleh Oleh Khas Malang L.H.,211.0,4.5,"Jl. Lahor No.46 A, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65123, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 478670,-7.9660184,112.641398,Snack,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,12PM,5PM,5PM,4PM,9AM,6PM,10AM,8733,17,2992.4,4.52,664.83,6759.0,1.0,176.02,0.0,176.02
Restoran di Malang,Hungry Kitten Restaurant,2339.0,4.6,"Pojokan Puncak Dan merbabu, Jl. Merbabu Depan Taman Nivea No.29, Oro-oro Dowo, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,http://www.hungrykittensteakhouse.com/,+62 813-9844-2445,-7.9671461,112.6255177,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,6PM,7PM,7PM,7PM,7PM,7PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Kuliner Tradisional Malang,Warung Legendaris,5.0,3.4,"Gg. 9 No.45, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-2916-1356,-8.0102703,112.6307784,Warung,Sukun,Gadang,3.0,1.0,False,False,True,False,False,False,False,False,False,False,5PM,1PM,8PM,5AM,5AM,10PM,3PM,20229,3,12.3,4.37,6.0,10.0,2.0,4.1,4.1,0.0
Warung Makan di Malang,Nyaman Onggu Restaurant,158.0,4.7,"2JQ7+MFH, Jl. Bendungan Sutami, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 877-0180-1432,-7.960815,112.6137334,Restoran,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,5PM,7PM,12PM,12PM,5PM,6PM,7PM,19407,12,6241.145369284877,4.55,621.97,8486.0,1.0,520.1,0.0,520.1
Warung Khas Malang,Orem-Orem AREMA,1036.0,4.6,"Jl. Blitar No.14A, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 816-557-443,-7.9650828,112.619288,Sayuran,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,12PM,12PM,12PM,12PM,7PM,2PM,11AM,19407,1,520.3,4.55,621.97,8486.0,1.0,520.3,520.3,0.0
Warung Khas Malang,Javanese Food 'Warung Pak Min',61.0,4.5,"Jl. Danau Tigi blok C4G15 Perumahan Sawojajar No.Kelurahan, RW.1, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-1582-2242,-7.974816,112.665108,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Kuliner Malang Terbaik,Gondhol Meatball,3480.0,4.5,"Jl. Sunandar Priyo Sudarmo No.31 Kav 10, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65125, Indonesia",ID,Malang City,East Java,https://www.instagram.com/baksogondholmalang/,+62 341 4366219,-7.9476631,112.646768,Bakso,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,7PM,12PM,1PM,1PM,1PM,1PM,1PM,8733,2,3908.45,4.52,664.83,6759.0,1.0,1954.22,1954.22,0.0
Warung Makan di Malang,Warung Manteb Bu Lanny,712.0,4.4,"Jl. Letjend S. Parman No.103, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 491990,-7.9481574,112.639789,Warung,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,12PM,12PM,6PM,6PM,6PM,12PM,9AM,8733,16,3546.3,4.52,664.83,6759.0,1.0,221.64,0.0,221.64
Kuliner Malang Terbaik,Sego Ceker glintung,1108.0,4.3,"3J4R+PM7, JL. Letnan Jendral S Parman, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.943203,112.6416565,Olahan Nasi,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,8PM,9PM,8PM,9PM,8PM,9PM,8PM,8733,5,792.25,4.52,664.83,6759.0,1.0,158.45,158.45,0.0
Kuliner Malang Terbaik,Bakso Bakar Trowulan,7084.0,4.5,"Jl. C.Trowulan No.65, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,http://baksobakar-trowulan.blogspot.com/,+62 341 492330,-7.9411609,112.638134,Bakso,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,12PM,12PM,12PM,12PM,12PM,1PM,1PM,19407,4,5698.55,4.55,621.97,8486.0,1.0,1424.64,1424.64,0.0
Kuliner Tradisional Malang,Pojok Kuliner Mas Gendoet,173.0,4.5,"Jl. Teluk pacitan 2, Jl. Teluk Pacitan No.2, Arjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,http://www.facebook.com/pojokkulinermasgendoet,+62 817-0505-018,-7.9334654,112.6613175,Restoran,Blimbing,Arjosari,1.0,1.0,False,False,False,False,False,True,False,False,False,False,12PM,2PM,10AM,2PM,3PM,10AM,4PM,10200,1,88.75,4.52,199.8,403.0,5.0,88.75,88.75,0.0
Warung Makan di Malang,Pondok Desa Malang,1164.0,4.7,"Mal Olympic Garden, Jl. Kawi No.83-84 3 No. TF, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 366459,-7.977038,112.623803,Warung,Klojen,Kauman,10.0,6.0,False,False,False,False,False,False,True,False,False,False,6PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,6,1115.745369284877,4.43,1342.15,7391.0,2.0,185.96,0.0,185.96
Kuliner Malang Terbaik,Depot Pangsit Mie Bromo Pojok,2359.0,4.3,"Jl. Patimura No.53, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 327853,-7.9734973,112.6358489,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,1PM,12PM,12PM,1PM,1PM,1PM,1PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Warung Khas Malang,Warung Pak Nyo - Rawon enak di Malang - Rujak cingur enak di Malang,7.0,4.6,"Jl. Gadang Gg. XV, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-2469-2388,-8.0129266,112.6304565,Rawon,Sukun,Gadang,3.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,20229,1,5.8,4.37,6.0,10.0,2.0,5.8,5.8,0.0
Kuliner Tradisional Malang,De Jenangs Malang,44.0,4.7,"Jl. Kakak Tua Ut No.38, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,https://instagram.com/dejenangs?igshid=16bavz9l2d8ta,+62 896-8100-4377,-7.9934254,112.6154409,Minuman,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,4PM,8PM,6PM,5PM,7PM,2PM,7PM,19320,2,1353.1,4.57,648.53,4413.0,4.0,676.55,676.55,0.0
Kuliner Malang Terbaik,Festival Dermaga Kuliner,2071.0,4.4,"Jl. Danau Toba G1/E19, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,http://linktr.ee/festivaldermagakuliner,+62 895-2081-2200,-7.9799366,112.6574478,Restoran,Kedungkandang,Kedungkandang,10.0,10.0,False,False,False,False,False,True,False,False,False,False,6PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,2,1055.65,4.58,367.15,2077.0,1.0,527.83,527.83,0.0
Warung Makan di Malang,Sambat Luwe,1128.0,4.6,"Jl. Mayjen Sungkono No.9, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia",ID,Malang City,East Java,https://wa.me/c/6285176739299,+62 812-1763-6443,-8.0224373,112.6411241,Warung,Kedungkandang,Bumiayu,0.0,1.0,False,False,False,False,False,True,False,False,False,False,2PM,12PM,1PM,1PM,3PM,4PM,3PM,19779,1,566.3,4.63,405.33,1128.0,1.0,566.3,566.3,0.0
Kuliner Tradisional Malang,Oro Oro Dowo Kuliner,769.0597889800704,4.530949589683471,"Jl. Brigjend Slamet Riadi No.84, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9680955,112.629253,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Warung Khas Malang,Ngoooyang Makan Khas Malang,6.0,4.3,"2JMH+2H5, Jl. K.H. Hasyim Ashari, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.96748,112.628971,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,3PM,5PM,10AM,3PM,10AM,4PM,9AM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Kuliner Tradisional Malang,Kampung Kuliner,264.0,4.3,"Jl. Gajayana No.538, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-3613-3622,-7.9444444,112.61,Restoran,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,2PM,12PM,11AM,1PM,11AM,8PM,9PM,11217,1,134.15,4.57,276.87,1131.0,1.0,134.15,134.15,0.0
Warung Khas Malang,Warung Makan MBAK TIN Khas Jawa,10.0,4.9,"Jl. MT. Haryono No.195, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-4985-2452,-7.937369,112.6062517,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Kuliner Malang Terbaik,Simpang Luwe Cafe & Resto,2481.0,4.4,"Jl. Letjen Sutoyo No.2, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,https://www.simpangluwe.com/,+62 341 494333,-7.9644613,112.6352943,Minuman,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,4PM,2PM,5PM,7PM,7PM,8PM,2PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
